ticket_id,customerID,ticket_open_date,ticket_close_date,issue_type,priority,status
TKT-0002046,GEN-06442,2025-09-11,,Service Interruption,High,Open
TKT-0002047,GEN-11695,2025-07-08,,Billing Inquiry,Medium,Pending Customer
tkt-0002048,Gen-08163,2026-02-21,2026-02-26,TECHNICAL SUPPORT,Medium,Closed
TKT-0002049,GEN-03909,2025-12-19,2025-12-31,Technical Support,Medium,Closed
TKT-0002050,GEN-04089,2026-04-15,2026-04-18,Service Interruption,Low,Closed
TKT-0002051,GEN-12244,2026-05-13,2026-05-16,Technical Support,Low,Closed
TKT-0002052,2072-ZVJJX,2025-10-13,2025-10-25,Service Interruption,Medium,Closed
TKT-0002053,2321-OMBXY,2026-05-08,2026-05-22,Service Interruption,Low,Closed
TKT-0002054,GEN-01596,2025-12-19,2026-01-02,Service Interruption,High,Closed
TKT-0002055,GEN-12386,2025-07-03,2025-07-08,Billing Inquiry,High,Closed
TKT-0002056,GEN-04172,2025-07-09,2025-07-22,Service Interruption,Low,Closed
TKT-0002057,2792-VPPET,2026-02-16,2026-02-18,Service Interruption,Low,Closed
TKT-0002058,GEN-06085,2026-02-08,2026-02-13,Service Interruption,High,Closed
TKT-0002059,GEN-12673,2025-09-25,2025-10-07,Cancellation Request,Low,Closed
TKT-0002060,GEN-08956,2026-01-24,2026-02-01,Billing Inquiry,Medium,Closed
TKT-0002061,GEN-11106,2026-04-24,2026-05-05,Service Interruption,Medium,Closed
TKT-0002062,8257-RZAHR,2025-12-04,2025-12-14,Cancellation Request,High,Closed
TKT-0002063,0549-CYCQN,2026-04-17,2026-04-26,Billing Inquiry,Medium,Closed
TKT-0002064,GEN-01178,2026-01-27,2026-02-02,Billing Inquiry,Low,Closed
TKT-0002065,5130-YPIRV,2026-02-21,2026-02-25,Cancellation Request,High,Closed
TKT-0002066,GEN-12349,2026-03-11,2026-03-24,Service Interruption,Medium,Closed
TKT-0002067,GEN-06895,2026-02-04,2026-02-11,Service Interruption,High,Closed
TKT-0002068,GEN-05548,2026-04-14,2026-04-18,Service Interruption,Low,Closed
TKT-0002069,GEN-07326,2025-11-04,,Service Interruption,Low,Open
TKT-0002070,GEN-05735,2025-07-02,2025-07-11,Billing Inquiry,High,Closed
TKT-0002071,GEN-02152,2025-12-25,2025-12-27,Billing Inquiry,Low,Closed
TKT-0002072,GEN-04619,2025-10-14,2025-10-18,Technical Support,Medium,Closed
TKT-0002073,GEN-04345,2026-04-08,2026-04-12,Technical Support,High,Closed
TKT-0002074,GEN-06967,2025-08-31,2025-09-14,Cancellation Request,Low,Closed
TKT-0002075,GEN-11455,2025-11-29,2025-12-09,Technical Support,Low,Closed
TKT-0002076,GEN-10030,2025-08-24,2025-09-05,Cancellation Request,Low,Closed
TKT-0002077,GEN-06495,2025-09-25,2025-10-07,Technical Support,Low,Closed
TKT-0002078,7599-FKVXZ,2025-11-22,,Cancellation Request,Medium,Pending Customer
TKT-0002079,GEN-07989,2025-10-25,2025-11-04,Cancellation Request,Low,Closed
TKT-0002080,4612-THJBS,2026-02-01,,Billing Inquiry,Medium,Open
TKT-0002081,GEN-11648,2025-10-13,2025-10-20,Service Interruption,Low,Closed
TKT-0002082,GEN-05046,2026-02-07,2026-02-17,Cancellation Request,Low,Closed
TKT-0002083,GEN-03580,2025-07-11,2025-07-25,Technical Support,High,Closed
TKT-0002084,0512-FLFDW,2025-12-23,2026-01-06,New Service Request,Medium,Closed
TKT-0002085,GEN-08607,2026-04-10,2026-04-11,Technical Support,Low,Closed
TKT-0002086,GEN-04276,2026-05-30,,Service Interruption,Low,Pending Customer
TKT-0002087,GEN-03715,2026-01-18,2026-01-23,New Service Request,Low,Closed
TKT-0002088,GEN-03163,2026-06-27,2026-07-02,Cancellation Request,High,Closed
TKT-0002089,GEN-12396,2026-02-23,2026-03-03,Service Interruption,Low,Closed
TKT-0002090,8984-HPEMB,2026-03-10,2026-03-21,New Service Request,Low,Closed
TKT-0002091,GEN-06585,2026-01-21,,Technical Support,Low,Pending Customer
TKT-0002092,9909-DFRJA,,,,Low,Closed
TKT-0002093,9495-SKLKD,2026-04-26,2026-04-30,Technical Support,Low,Closed
TKT-0002094,4335-UPJSI,2025-11-06,2025-11-19,Service Interruption,Medium,Closed
TKT-0002095,8456-QDAVC,2025-09-10,2025-09-24,Technical Support,High,Closed
TKT-0002096,0603-OLQDC,2026-04-03,2026-04-04,Billing Inquiry,High,Closed
TKT-0002097,2969-VAPYH,2026-02-06,2026-02-18,New Service Request,Low,Closed
TKT-0002098,GEN-02933,2026-02-20,2026-03-01,Technical Support,Medium,Closed
TKT-0002099,9224-VTYID,2026-05-26,,Cancellation Request,High,Pending Customer
TKT-0002100,6834-NXDCA,2025-09-06,,Billing Inquiry,Low,Open
TKT-0002101,0781-LKXBR,2025-09-15,2025-09-24,New Service Request,Medium,Closed
TKT-0002102,GEN-07840,2025-10-29,2025-11-01,Technical Support,Low,Closed
TKT-0002103,1432-FPAXX,2025-11-14,2025-11-15,Service Interruption,Low,Closed
TKT-0002104,2153-MREFK,2025-10-05,2025-10-09,Billing Inquiry,Low,Closed
 TKT-0002105 , 0946-FKYTX , 2026-03-23 , 2026-04-04 , Cancellation Request , Medium , Closed 
TKT-0002106,GEN-00224,2026-02-12,2026-02-25,Cancellation Request,Low,Closed
TKT-0002107,GEN-04315,2025-10-28,2025-11-10,Service Interruption,Medium,Closed
TKT-0002108,6743-HHQPF,2026-06-26,2026-07-01,Service Interruption,Low,Closed
TKT-0002109,GEN-00471,2026-04-27,,Service Interruption,High,Open
TKT-0002110,gen-00058,2026-04-23,2026-04-29,Service Interruption,High,Closed
TKT-0002111,9987-LUTYD,2025-10-22,,Billing Inquiry,Medium,Open
TKT-0002112,GEN-04019,2026-04-09,,Service Interruption,Low,Open
TKT-0002113,GEN-09782,2025-07-31,2025-08-10,Service Interruption,Low,Closed
TKT-0002114,GEN-11163,2026-04-11,2026-04-13,New Service Request,Low,Closed
TKT-0002115,8937-RDTHP,2025-09-20,2025-09-22,Technical Support,Medium,Closed
TKT-0002116,4724-WXVWF,2025-09-13,2025-09-14,New Service Request,Low,Closed
TKT-0002117,3070-DVEYC,2026-02-25,2026-02-28,Technical Support,Medium,Closed
TKT-0002118,GEN-01180,2026-04-23,2026-04-27,New Service Request,Low,Closed
TKT-0002119,GEN-04608,2026-02-09,2026-02-15,Billing Inquiry,Low,Closed
TKT-0002120,GEN-09057,2025-10-30,2025-11-07,Billing Inquiry,Low,Closed
TKT-0002121,7824-PANSQ,2025-12-26,2026-01-02,Billing Inquiry,High,Closed
TKT-0002122,0334-GDDSO,2025-10-20,2025-10-22,Technical Support,Medium,Closed
TKT-0002123,GEN-09764,2026-01-07,2026-01-10,Technical Support,High,Closed
TKT-0002124,GEN-12376,2025-08-09,2025-08-11,Service Interruption,Medium,Closed
TKT-0002125,8390-FESFV,2025-09-13,,Billing Inquiry,Low,Pending Customer
TKT-0002126,GEN-09608,2025-10-13,2025-10-21,Billing Inquiry,Medium,Closed
TKT-0002127,GEN-12434,2026-06-24,2026-06-29,Service Interruption,Low,Closed
TKT-0002128,2748-MYRVK,2026-01-29,,Billing Inquiry,High,Open
TKT-0002129,GEN-06147,2026-01-22,2026-01-29,Cancellation Request,High,Closed
TKT-0002130,2143-LJULT,2026-05-07,2026-05-15,Billing Inquiry,High,Closed
TKT-0002131,GEN-02633,2025-10-04,2025-10-16,Technical Support,Low,Closed
TKT-0002132,GEN-09895,2025-12-13,,Billing Inquiry,Low,Pending Customer
TKT-0002133,GEN-02017,2025-11-27,2025-11-27,Billing Inquiry,Low,Closed
TKT-0002134,GEN-10792,2025-07-12,2025-07-13,Technical Support,Medium,Closed
TKT-0002135,GEN-00473,2025-10-31,,Billing Inquiry,Low,Open
TKT-0002136,7815-PDTHL,2025-10-03,2025-10-16,Service Interruption,High,Closed
TKT-0002137,GEN-10416,2026-02-22,2026-02-26,Technical Support,Low,Closed
TKT-0002138,GEN-03464,2026-03-30,2026-04-10,Service Interruption,Low,Closed
TKT-0002139,GEN-00341,2026-06-22,2026-06-30,Service Interruption,Low,Closed
TKT-0002140,4226-KKDON,2026-03-02,2026-03-03,Billing Inquiry,Low,Closed
TKT-0002141,GEN-06973,2026-02-01,2026-02-05,Billing Inquiry,Medium,Closed
TKT-0002142,4697-LUPSU,2026-02-08,2026-02-16,Service Interruption,Low,Closed
TKT-0002143,GEN-04833,2025-08-05,2025-08-15,Billing Inquiry,High,Closed
TKT-0002144,GEN-02264,2025-11-26,,Service Interruption,Medium,Pending Customer
TKT-0002145,GEN-10597,2026-05-19,2026-05-23,Billing Inquiry,Low,Closed
TKT-0002146,6828-HMKWP,2025-12-05,2025-12-08,Billing Inquiry,Low,Closed
TKT-0002147,GEN-04155,2026-05-02,2026-05-02,Cancellation Request,High,Closed
TKT-0002148,GEN-03465,2026-03-15,2026-03-25,Technical Support,Low,Closed
TKT-0002149,GEN-10283,2026-03-13,,Billing Inquiry,Medium,Pending Customer
TKT-0002150,8433-WPJTV,2026-02-28,2026-03-03,Billing Inquiry,Low,Closed
TKT-0002151,GEN-11503,2025-12-22,,Technical Support,Low,Pending Customer
TKT-0002152,6671-NGWON,2026-03-16,,Billing Inquiry,Low,Pending Customer
TKT-0002153,GEN-04733,2026-02-04,2026-02-18,Billing Inquiry,Low,Closed
TKT-0002154,GEN-08056,2026-06-02,2026-06-14,Cancellation Request,Low,Closed
TKT-0002155,7576-OYWBN,2026-05-22,2026-05-29,New Service Request,Medium,Closed
TKT-0002156,GEN-06349,2025-09-09,2025-09-15,Cancellation Request,Medium,Closed
TKT-0002157,5828-AVIPD,2026-01-01,2026-01-12,Technical Support,Low,Closed
TKT-0002158,7036-ZZKBD,2025-10-18,2025-10-28,Billing Inquiry,High,Closed
TKT-0002159,GEN-08275,2026-05-06,2026-05-17,Billing Inquiry,Low,Closed
TKT-0002160,9603-OAIHC,2025-12-20,2025-12-28,Technical Support,Medium,Closed
TKT-0002161,GEN-01716,2025-09-16,2025-09-24,Technical Support,Medium,Closed
TKT-0002162,GEN-12056,2026-02-21,2026-02-26,Service Interruption,Medium,Closed
TKT-0002163,GEN-04063,2025-12-09,,Technical Support,High,Open
TKT-0002164,GEN-02955,2025-11-23,2025-11-29,Service Interruption,Medium,Closed
 TKT-0002165 , 0193-ESZXP , 2026-01-20 , 2026-01-31 , Billing Inquiry , Low , Closed 
TKT-0002166,GEN-07974,2025-07-14,2025-07-27,Service Interruption,High,Closed
TKT-0002167,0074-HDKDG,2025-07-21,2025-07-28,Service Interruption,Low,Closed
TKT-0002168,GEN-01784,2025-10-11,2025-10-12,Service Interruption,Medium,Closed
TKT-0002169,GEN-00987,2025-09-20,,New Service Request,Medium,Pending Customer
TKT-0002170,9289-LBQVU,2026-03-09,2026-03-22,Billing Inquiry,Low,Closed
TKT-0002171,6174-NRBTZ,2026-05-26,,Service Interruption,Medium,Open
TKT-0002172,GEN-12252,2025-08-13,2025-08-21,Service Interruption,Medium,Closed
TKT-0002173,GEN-05101,2025-07-15,2025-07-15,Technical Support,Low,Closed
TKT-0002174,7964-YESJC,2025-10-25,2025-11-03,Billing Inquiry,Low,Closed
TKT-0002175,9036-CSKBW,2025-11-25,2025-11-27,Service Interruption,Medium,Closed
TKT-0002176,1481-ZUWZA,2026-05-12,2026-05-23,Billing Inquiry,Low,Closed
TKT-0002177,GEN-08385,2025-12-23,,Cancellation Request,High,Open
TKT-0002178,GEN-00808,2025-10-12,2025-10-20,Service Interruption,Medium,Closed
TKT-0002179,GEN-07430,2025-10-23,2025-10-25,Service Interruption,Medium,Closed
TKT-0002180,GEN-08618,2026-06-27,2026-07-10,Technical Support,Medium,Closed
TKT-0002181,6229-UOLQL,2025-07-19,,Service Interruption,Medium,Open
TKT-0002182,GEN-04918,2025-11-19,2025-12-01,Billing Inquiry,High,Closed
TKT-0002183,GEN-02123,2026-06-12,,Technical Support,Low,Open
TKT-0002184,5649-TJHOV,2025-09-13,2025-09-24,Service Interruption,Low,Closed
TKT-0002185,GEN-05359,2025-06-29,2025-07-12,Billing Inquiry,Low,Closed
TKT-0002186,GEN-12657,2026-02-26,,Cancellation Request,Medium,Open
TKT-0002187,GEN-05578,2026-05-21,,Billing Inquiry,Low,Open
TKT-0002188,GEN-10645,2026-05-21,,Service Interruption,High,Pending Customer
TKT-0002189,6082-GLJIX,2025-08-01,2025-08-09,Technical Support,Low,Closed
TKT-0002190,GEN-04902,2026-03-11,,Cancellation Request,Medium,Pending Customer
TKT-0002191,GEN-00137,2026-01-01,2026-01-12,Cancellation Request,Medium,Closed
TKT-0002192,GEN-03687,2026-02-03,2026-02-12,Service Interruption,Medium,Closed
TKT-0002193,2607-DHDAK,2026-04-08,2026-04-12,Billing Inquiry,Medium,Closed
TKT-0002194,GEN-05237,2025-11-27,2025-12-10,New Service Request,High,Closed
TKT-0002195,GEN-05262,2025-08-15,,Technical Support,Medium,Pending Customer
TKT-0002196,GEN-00780,2026-04-12,2026-04-17,Billing Inquiry,Medium,Closed
TKT-0002197,GEN-11151,2026-05-15,2026-05-23,Billing Inquiry,Medium,Closed
TKT-0002198,GEN-07164,2025-09-16,2025-09-22,Service Interruption,Medium,Closed
TKT-0002199,9940-HPQPG,2026-04-02,2026-04-10,Service Interruption,Medium,Closed
TKT-0002200,GEN-09814,2026-06-01,2026-06-10,Billing Inquiry,Low,Closed
TKT-0002201,GEN-03299,2026-06-19,2026-06-22,Cancellation Request,Low,Closed
TKT-0002202,GEN-04494,2026-03-01,2026-03-03,Service Interruption,Low,Closed
TKT-0002203,GEN-12157,2026-04-16,2026-04-30,Service Interruption,Low,Closed
TKT-0002204,GEN-11848,2025-11-05,2025-11-08,Cancellation Request,Low,Closed
TKT-0002205,6005-OBZPH,2025-12-18,2025-12-18,Billing Inquiry,Low,Closed
TKT-0002206,1960-UOTYM,2026-04-05,2026-04-17,Technical Support,Medium,Closed
TKT-0002207,9489-DEDVP,2026-06-14,2026-06-22,Service Interruption,High,Closed
TKT-0002208,0547-HURJB,2025-09-19,2025-09-27,Technical Support,Low,Closed
TKT-0002209,GEN-00899,2026-05-11,2026-05-14,Technical Support,Low,Closed
TKT-0002210,GEN-01530,2026-06-02,,Billing Inquiry,Low,Pending Customer
TKT-0002211,8659-IOOPU,2026-01-04,2026-01-13,Billing Inquiry,Low,Closed
TKT-0002212,GEN-03401,2025-12-27,2026-01-06,New Service Request,Low,Closed
TKT-0002213,2189-UXTKY,2026-06-13,,Technical Support,High,Pending Customer
TKT-0002214,GEN-03596,2025-12-24,2026-01-01,Billing Inquiry,High,Closed
TKT-0002215,GEN-08535,2025-08-30,2025-09-10,Cancellation Request,High,Closed
TKT-0002216,5510-BOIUJ,2026-01-27,,Service Interruption,Medium,Pending Customer
TKT-0002217,0004-TLHLJ,2025-07-12,2025-07-24,New Service Request,Low,Closed
TKT-0002218,GEN-08046,2025-12-17,2025-12-29,Billing Inquiry,Low,Closed
TKT-0002219,6941-PMGEP,2025-12-07,2025-12-17,Billing Inquiry,Medium,Closed
TKT-0002220,GEN-07906,2025-11-04,2025-11-17,Billing Inquiry,Low,Closed
TKT-0002221,GEN-12059,2026-01-14,,Service Interruption,Medium,Pending Customer
TKT-0002222,1622-HSHSF,2025-10-07,,Cancellation Request,Low,Open
TKT-0002223,GEN-07599,2026-01-24,2026-01-31,Service Interruption,High,Closed
TKT-0002224,4929-BSTRX,2025-09-30,,Technical Support,Medium,Pending Customer
TKT-0002225,GEN-08925,2026-03-08,,New Service Request,Low,Pending Customer
TKT-0002226,9435-JMLSX,2026-02-05,2026-02-13,Service Interruption,Medium,Closed
TKT-0002227,GEN-07991,2026-01-31,,Billing Inquiry,Low,Pending Customer
TKT-0002228,GEN-04685,2025-10-15,2025-10-27,Cancellation Request,High,Closed
TKT-0002229,3834-XUIFC,2026-04-06,,Billing Inquiry,Medium,Pending Customer
TKT-0002230,GEN-02936,2025-12-19,2025-12-23,Technical Support,Medium,Closed
TKT-0002231,GEN-09104,2026-02-04,2026-02-12,Technical Support,Medium,Closed
TKT-0002232,0815-MFZGM,2025-12-10,2025-12-20,Cancellation Request,High,Closed
TKT-0002233,GEN-04494,2026-06-13,,Billing Inquiry,Medium,Open
TKT-0002234,GEN-08292,2025-08-20,2025-09-03,Cancellation Request,Medium,Closed
TKT-0002235,GEN-06905,2025-12-18,2025-12-18,Technical Support,Low,Closed
TKT-0002236,GEN-08834,2025-09-05,,Technical Support,Low,Pending Customer
TKT-0002237,2038-OEQZH,2026-06-10,,Service Interruption,Low,Pending Customer
TKT-0002238,GEN-04754,2025-11-13,2025-11-21,Service Interruption,Low,Closed
TKT-0002239,GEN-07350,2026-06-04,2026-06-09,Billing Inquiry,High,Closed
TKT-0002240,GEN-05697,2025-09-14,2025-09-23,Billing Inquiry,Medium,Closed
TKT-0002241,GEN-06962,2026-04-08,,New Service Request,Low,Pending Customer
TKT-0002242,6087-MVHJH,2026-04-06,2026-04-15,New Service Request,Low,Closed
TKT-0002243,GEN-02240,2026-03-09,2026-03-20,New Service Request,Low,Closed
TKT-0002244,GEN-10851,2025-11-16,2025-11-20,Cancellation Request,Medium,Closed
TKT-0002245,GEN-02587,2025-10-05,,Service Interruption,High,Open
TKT-0002246,GEN-00706,2025-10-21,2025-10-26,Billing Inquiry,Low,Closed
TKT-0002247,GEN-11320,2025-12-18,2025-12-24,Service Interruption,Low,Closed
TKT-0002248,GEN-11756,2025-08-11,2025-08-12,Service Interruption,High,Closed
TKT-0002249,GEN-10594,2026-01-02,2026-01-10,Service Interruption,High,Closed
TKT-0002250,5846-ABOBJ,2026-05-18,2026-05-23,Billing Inquiry,Medium,Closed
TKT-0002251,GEN-06670,2025-12-02,2025-12-05,Service Interruption,High,Closed
TKT-0002252,GEN-12336,2026-04-21,2026-04-30,Service Interruption,Low,Closed
TKT-0002253,1323-OOEPC,2025-11-04,2025-11-10,Technical Support,Medium,Closed
TKT-0002254,7912-SYRQT,2026-06-25,2026-07-07,Cancellation Request,Low,Closed
TKT-0002255,GEN-01678,2026-06-28,2026-07-09,Technical Support,Low,Closed
TKT-0002256,9732-KPKBW,2026-01-29,2026-02-08,Billing Inquiry,High,Closed
TKT-0002257,0899-WZRSD,2026-02-28,2026-03-09,Billing Inquiry,Medium,Closed
TKT-0002258,3977-QCRSL,2025-10-10,2025-10-11,Technical Support,Medium,Closed
TKT-0002259,9798-DRYDS,2025-12-13,2025-12-26,Cancellation Request,Low,Closed
TKT-0002260,7426-WEIJX,2026-04-07,2026-04-17,Technical Support,Medium,Closed
TKT-0002261,0848-ZGQIJ,2025-12-25,,Billing Inquiry,Low,Open
TKT-0002262,GEN-06586,2026-01-23,2026-01-27,Billing Inquiry,Medium,Closed
TKT-0002263,GEN-10017,2026-04-13,2026-04-15,Billing Inquiry,Medium,Closed
TKT-0002264,GEN-09192,2026-02-22,,Technical Support,Medium,Pending Customer
TKT-0002265,2660-EMUBI,2025-12-04,2025-12-12,Service Interruption,Medium,Closed
TKT-0002266,GEN-09002,2025-12-23,,Cancellation Request,Medium,Pending Customer
TKT-0002267,7892-QVYKW,2025-09-10,,Cancellation Request,Low,Pending Customer
TKT-0002268,GEN-08440,2025-07-29,2025-08-04,Technical Support,High,Closed
TKT-0002269,GEN-09381,2026-04-10,2026-04-14,Billing Inquiry,Low,Closed
TKT-0002270,1374-DMZUI,2025-11-08,2025-11-19,Technical Support,Medium,Closed
TKT-0002271,9746-MDMBK,2025-10-05,2025-10-14,Service Interruption,Low,Closed
TKT-0002272,GEN-07505,2026-05-04,2026-05-05,Service Interruption,Medium,Closed
TKT-0002273,GEN-06248,2026-01-11,2026-01-19,Billing Inquiry,Low,Closed
TKT-0002274,1480-BKXGA,2025-12-15,2025-12-23,Billing Inquiry,Medium,Closed
TKT-0002275,GEN-04700,2026-02-23,,Cancellation Request,Low,Open
TKT-0002276,GEN-01625,2025-12-24,2026-01-01,Billing Inquiry,Low,Closed
TKT-0002277,3896-RCYYE,2026-03-03,,Cancellation Request,Low,Pending Customer
TKT-0002278,GEN-00756,2025-08-08,,Billing Inquiry,High,Pending Customer
TKT-0002279,GEN-05515,2026-01-03,,Technical Support,Low,Open
TKT-0002280,GEN-04993,2025-11-07,2025-11-12,Technical Support,Low,Closed
TKT-0002281,2359-KMGLI,2026-02-20,2026-02-24,Cancellation Request,Medium,Closed
TKT-0002282,GEN-08546,2026-06-23,2026-06-27,New Service Request,Low,Closed
TKT-0002283,GEN-04141,2025-07-26,2025-07-30,Billing Inquiry,Low,Closed
TKT-0002284,9061-TIHDA,2026-01-11,2026-01-16,Billing Inquiry,High,Closed
TKT-0002285,GEN-12025,2026-01-11,2026-01-21,Billing Inquiry,Low,Closed
TKT-0002286,0795-LAFGP,2025-07-13,2025-07-24,Service Interruption,High,Closed
TKT-0002287,GEN-01058,2025-07-06,2025-07-15,Billing Inquiry,Medium,Closed
TKT-0002288,3865-ZFZIB,2026-04-15,2026-04-18,Service Interruption,Medium,Closed
TKT-0002289,GEN-12325,2026-01-22,,Service Interruption,Medium,Open
TKT-0002290,GEN-00908,2026-06-15,,Technical Support,Low,Open
TKT-0002291,1602-IJQQE,2026-01-06,2026-01-19,Billing Inquiry,High,Closed
TKT-0002292,6769-DCQLI,2025-10-30,2025-11-09,Service Interruption,Low,Closed
TKT-0002293,GEN-10663,2026-05-02,,Service Interruption,Medium,Open
TKT-0002294,GEN-01813,2026-06-07,2026-06-20,Technical Support,High,Closed
TKT-0002295,GEN-02274,2025-09-28,2025-10-09,Cancellation Request,High,Closed
TKT-0002296,2434-EEVDB,2025-12-22,2025-12-30,Service Interruption,Medium,Closed
TKT-0002297,GEN-11256,2025-08-11,2025-08-19,Billing Inquiry,Medium,Closed
TKT-0002298,GEN-06449,2025-10-02,,New Service Request,Low,Open
TKT-0002299,8734-DKSTZ,2025-10-24,2025-11-01,Service Interruption,Medium,Closed
Tkt-0002300,8938-Umkpi,2025-08-31,nan,new service request,Low,Open
TKT-0002301,8610-WFCJF,2025-08-22,2025-08-28,Cancellation Request,High,Closed
TKT-0002302,GEN-08387,2026-04-16,2026-04-17,Technical Support,High,Closed
TKT-0002303,GEN-07960,2026-03-09,,Billing Inquiry,Low,Pending Customer
TKT-0002304,GEN-00688,2025-12-16,2025-12-19,Billing Inquiry,Medium,Closed
TKT-0002305,0488-GSLFR,2025-09-14,2025-09-19,Technical Support,Medium,Closed
TKT-0002306,GEN-05446,2026-05-15,2026-05-20,Billing Inquiry,High,Closed
TKT-0002307,8189-HBVRW,2026-01-09,2026-01-18,New Service Request,Low,Closed
TKT-0002308,1840-BIUOG,2025-09-15,2025-09-17,Technical Support,Low,Closed
TKT-0002309,GEN-08800,2026-03-17,2026-03-20,Technical Support,Medium,Closed
TKT-0002310,GEN-00433,2026-02-16,2026-02-27,Service Interruption,High,Closed
TKT-0002311,6023-YEBUP,2026-01-26,,New Service Request,Low,Pending Customer
TKT-0002312,GEN-09342,2026-06-14,2026-06-25,Billing Inquiry,High,Closed
TKT-0002313,1666-JZPZT,2026-06-07,2026-06-19,New Service Request,Low,Closed
TKT-0002314,GEN-06464,2025-11-02,2025-11-03,Technical Support,Low,Closed
TKT-0002315,GEN-12954,2026-06-13,2026-06-15,Service Interruption,Low,Closed
TKT-0002316,9570-KYEUA,2026-02-09,2026-02-16,New Service Request,Low,Closed
TKT-0002317,4177-JPDFU,2025-10-26,2025-11-04,Service Interruption,Low,Closed
TKT-0002318,8614-VGMMV,2026-06-08,2026-06-14,Billing Inquiry,High,Closed
TKT-0002319,2587-YNLES,2026-02-24,2026-02-24,Cancellation Request,Medium,Closed
TKT-0002320,GEN-12742,2025-09-15,2025-09-17,Service Interruption,Low,Closed
TKT-0002321,2595-KIWPV,2025-08-19,2025-08-19,Technical Support,Medium,Closed
TKT-0002322,GEN-06845,2026-01-31,2026-02-08,Billing Inquiry,High,Closed
TKT-0002323,GEN-07450,2026-01-14,2026-01-24,Technical Support,Low,Closed
TKT-0002324,5906-BFOZT,2026-03-21,2026-03-28,Technical Support,Low,Closed
TKT-0002325,GEN-01319,2026-04-10,2026-04-22,Billing Inquiry,Low,Closed
TKT-0002326,2826-DXLQO,2025-09-10,2025-09-20,Billing Inquiry,Low,Closed
TKT-0002327,4853-RULSV,2025-08-05,2025-08-17,Cancellation Request,High,Closed
TKT-0002328,GEN-06765,2025-08-27,2025-08-29,Technical Support,Low,Closed
TKT-0002329,GEN-02293,2026-05-05,2026-05-09,Billing Inquiry,Low,Closed
